date;journal;compte;libelle;debit;credit;piece
2024-08-25;VT;411000;Facture N°FAC2024-0192 - CLIENT_002;9165.38;0.00;FAC2024-0192
2024-08-25;VT;700000;Vente marchandises - CLIENT_002;0.00;7702;FAC2024-0192
2024-08-25;VT;445700;TVA sur vente - CLIENT_002;0.00;1463.38;FAC2024-0192
2024-02-16;VT;411000;Facture N°FAC2024-0193 - CLIENT_009;405824.51;0.00;FAC2024-0193
2024-02-16;VT;700000;Vente marchandises - CLIENT_009;0.00;341029;FAC2024-0193
2024-02-16;VT;445700;TVA sur vente - CLIENT_009;0.00;64795.51;FAC2024-0193
2024-06-09;VT;411000;Facture N°FAC2024-0194 - CLIENT_009;483224.49;0.00;FAC2024-0194
2024-06-09;VT;700000;Vente marchandises - CLIENT_009;0.00;406071;FAC2024-0194
2024-06-09;VT;445700;TVA sur vente - CLIENT_009;0.00;77153.49;FAC2024-0194
2024-03-12;VT;411000;Facture N°FAC2024-0195 - CLIENT_006;193923.59;0.00;FAC2024-0195
2024-03-12;VT;700000;Vente marchandises - CLIENT_006;0.00;162961;FAC2024-0195
2024-03-12;VT;445700;TVA sur vente - CLIENT_006;0.00;30962.59;FAC2024-0195
2024-04-25;VT;411000;Facture N°FAC2024-0196 - CLIENT_004;129203.06;0.00;FAC2024-0196
2024-04-25;VT;700000;Vente marchandises - CLIENT_004;0.00;108574;FAC2024-0196
2024-04-25;VT;445700;TVA sur vente - CLIENT_004;0.00;20629.06;FAC2024-0196
2024-06-30;VT;411000;Facture N°FAC2024-0197 - CLIENT_007;26242.84;0.00;FAC2024-0197
2024-06-30;VT;700000;Vente marchandises - CLIENT_007;0.00;24076;FAC2024-0197
2024-06-30;VT;445700;TVA sur vente - CLIENT_007;0.00;2166.84;FAC2024-0197
2024-11-13;VT;411000;Facture N°FAC2024-0198 - CLIENT_017;136585.82;0.00;FAC2024-0198
2024-11-13;VT;700000;Vente marchandises - CLIENT_017;0.00;114778;FAC2024-0198
2024-11-13;VT;445700;TVA sur vente - CLIENT_017;0.00;21807.82;FAC2024-0198
2024-01-10;VT;411000;Facture N°FAC2024-0199 - CLIENT_010;315208.39;0.00;FAC2024-0199
2024-01-10;VT;700000;Vente marchandises - CLIENT_010;0.00;264881;FAC2024-0199
2024-01-10;VT;445700;TVA sur vente - CLIENT_010;0.00;50327.39;FAC2024-0199
2024-01-10;VT;411000;Facture N°FAC2024-0200 - CLIENT_019;128347.45;0.00;FAC2024-0200
2024-01-10;VT;700000;Vente marchandises - CLIENT_019;0.00;107855;FAC2024-0200
2024-01-10;VT;445700;TVA sur vente - CLIENT_019;0.00;20492.45;FAC2024-0200
2024-12-20;VT;411000;Facture N°FAC2024-0201 - CLIENT_017;294435.16;0.00;FAC2024-0201
2024-12-20;VT;700000;Vente marchandises - CLIENT_017;0.00;270124;FAC2024-0201
2024-12-20;VT;445700;TVA sur vente - CLIENT_017;0.00;24311.16;FAC2024-0201
2024-06-05;VT;411000;Facture N°FAC2024-0202 - CLIENT_011;430710.98;0.00;FAC2024-0202
2024-06-05;VT;700000;Vente marchandises - CLIENT_011;0.00;361942;FAC2024-0202
2024-06-05;VT;445700;TVA sur vente - CLIENT_011;0.00;68768.98;FAC2024-0202
2024-01-23;VT;411000;Facture N°FAC2024-0203 - CLIENT_007;284229.12;0.00;FAC2024-0203
2024-01-23;VT;700000;Vente marchandises - CLIENT_007;0.00;238848;FAC2024-0203
2024-01-23;VT;445700;TVA sur vente - CLIENT_007;0.00;45381.12;FAC2024-0203
2024-06-17;VT;411000;Facture N°FAC2024-0204 - CLIENT_012;72581.67;0.00;FAC2024-0204
2024-06-17;VT;700000;Vente marchandises - CLIENT_012;0.00;60993;FAC2024-0204
2024-06-17;VT;445700;TVA sur vente - CLIENT_012;0.00;11588.67;FAC2024-0204
2024-09-14;VT;411000;Facture N°FAC2024-0205 - CLIENT_016;460928.65;0.00;FAC2024-0205
2024-09-14;VT;700000;Vente marchandises - CLIENT_016;0.00;387335;FAC2024-0205
2024-09-14;VT;445700;TVA sur vente - CLIENT_016;0.00;73593.65;FAC2024-0205
2024-02-10;VT;411000;Facture N°FAC2024-0206 - CLIENT_011;36372.35;0.00;FAC2024-0206
2024-02-10;VT;700000;Vente marchandises - CLIENT_011;0.00;30565;FAC2024-0206
2024-02-10;VT;445700;TVA sur vente - CLIENT_011;0.00;5807.35;FAC2024-0206
2024-04-09;VT;411000;Facture N°FAC2024-0207 - CLIENT_014;521919.72;0.00;FAC2024-0207
2024-04-09;VT;700000;Vente marchandises - CLIENT_014;0.00;438588;FAC2024-0207
2024-04-09;VT;445700;TVA sur vente - CLIENT_014;0.00;83331.72;FAC2024-0207
2024-03-16;VT;411000;Facture N°FAC2024-0208 - CLIENT_011;476506.94;0.00;FAC2024-0208
2024-03-16;VT;700000;Vente marchandises - CLIENT_011;0.00;400426;FAC2024-0208
2024-03-16;VT;445700;TVA sur vente - CLIENT_011;0.00;76080.94;FAC2024-0208
2024-03-01;VT;411000;Facture N°FAC2024-0209 - CLIENT_016;399824.53;0.00;FAC2024-0209
2024-03-01;VT;700000;Vente marchandises - CLIENT_016;0.00;335987;FAC2024-0209
2024-03-01;VT;445700;TVA sur vente - CLIENT_016;0.00;63837.53;FAC2024-0209
2024-12-09;VT;411000;Facture N°FAC2024-0210 - CLIENT_009;6221.32;0.00;FAC2024-0210
2024-12-09;VT;700000;Vente marchandises - CLIENT_009;0.00;5228;FAC2024-0210
2024-12-09;VT;445700;TVA sur vente - CLIENT_009;0.00;993.32;FAC2024-0210
2024-05-14;VT;411000;Facture N°FAC2024-0211 - CLIENT_011;582587.11;0.00;FAC2024-0211
2024-05-14;VT;700000;Vente marchandises - CLIENT_011;0.00;489569;FAC2024-0211
2024-05-14;VT;445700;TVA sur vente - CLIENT_011;0.00;93018.11;FAC2024-0211
2024-06-09;VT;411000;Facture N°FAC2024-0212 - CLIENT_014;408024.82;0.00;FAC2024-0212
2024-06-09;VT;700000;Vente marchandises - CLIENT_014;0.00;342878;FAC2024-0212
2024-06-09;VT;445700;TVA sur vente - CLIENT_014;0.00;65146.82;FAC2024-0212
2024-11-15;VT;411000;Facture N°FAC2024-0213 - CLIENT_005;514794.00;0.00;FAC2024-0213
2024-11-15;VT;700000;Vente marchandises - CLIENT_005;0.00;432600;FAC2024-0213
2024-11-15;VT;445700;TVA sur vente - CLIENT_005;0.00;82194.00;FAC2024-0213
2024-10-07;VT;411000;Facture N°FAC2024-0214 - CLIENT_018;430584.88;0.00;FAC2024-0214
2024-10-07;VT;700000;Vente marchandises - CLIENT_018;0.00;395032;FAC2024-0214
2024-10-07;VT;445700;TVA sur vente - CLIENT_018;0.00;35552.88;FAC2024-0214
2024-09-07;VT;411000;Facture N°FAC2024-0215 - CLIENT_011;37133.95;0.00;FAC2024-0215
2024-09-07;VT;700000;Vente marchandises - CLIENT_011;0.00;31205;FAC2024-0215
2024-09-07;VT;445700;TVA sur vente - CLIENT_011;0.00;5928.95;FAC2024-0215
2024-12-04;VT;411000;Facture N°FAC2024-0216 - CLIENT_007;528110.45;0.00;FAC2024-0216
2024-12-04;VT;700000;Vente marchandises - CLIENT_007;0.00;484505;FAC2024-0216
2024-12-04;VT;445700;TVA sur vente - CLIENT_007;0.00;43605.45;FAC2024-0216
2024-12-23;VT;411000;Facture N°FAC2024-0217 - CLIENT_001;388574.27;0.00;FAC2024-0217
2024-12-23;VT;700000;Vente marchandises - CLIENT_001;0.00;326533;FAC2024-0217
2024-12-23;VT;445700;TVA sur vente - CLIENT_001;0.00;62041.27;FAC2024-0217
2024-11-18;VT;411000;Facture N°FAC2024-0218 - CLIENT_017;260300.60;0.00;FAC2024-0218
2024-11-18;VT;700000;Vente marchandises - CLIENT_017;0.00;218740;FAC2024-0218
2024-11-18;VT;445700;TVA sur vente - CLIENT_017;0.00;41560.60;FAC2024-0218
2024-11-05;VT;411000;Facture N°FAC2024-0219 - CLIENT_008;17233.58;0.00;FAC2024-0219
2024-11-05;VT;700000;Vente marchandises - CLIENT_008;0.00;14482;FAC2024-0219
2024-11-05;VT;445700;TVA sur vente - CLIENT_008;0.00;2751.58;FAC2024-0219
2024-01-04;VT;411000;Facture N°FAC2024-0220 - CLIENT_012;591750.11;0.00;FAC2024-0220
2024-01-04;VT;700000;Vente marchandises - CLIENT_012;0.00;497269;FAC2024-0220
2024-01-04;VT;445700;TVA sur vente - CLIENT_012;0.00;94481.11;FAC2024-0220
2024-08-10;VT;411000;Facture N°FAC2024-0221 - CLIENT_011;506628.22;0.00;FAC2024-0221
2024-08-10;VT;700000;Vente marchandises - CLIENT_011;0.00;425738;FAC2024-0221
2024-08-10;VT;445700;TVA sur vente - CLIENT_011;0.00;80890.22;FAC2024-0221
2024-04-23;VT;411000;Facture N°FAC2024-0222 - CLIENT_018;315070.35;0.00;FAC2024-0222
2024-04-23;VT;700000;Vente marchandises - CLIENT_018;0.00;264765;FAC2024-0222
2024-04-23;VT;445700;TVA sur vente - CLIENT_018;0.00;50305.35;FAC2024-0222
2024-10-23;VT;411000;Facture N°FAC2024-0223 - CLIENT_014;49409.99;0.00;FAC2024-0223
2024-10-23;VT;700000;Vente marchandises - CLIENT_014;0.00;41521;FAC2024-0223
2024-10-23;VT;445700;TVA sur vente - CLIENT_014;0.00;7888.99;FAC2024-0223
2024-09-10;VT;411000;Facture N°FAC2024-0224 - CLIENT_002;505883.28;0.00;FAC2024-0224
2024-09-10;VT;700000;Vente marchandises - CLIENT_002;0.00;425112;FAC2024-0224
2024-09-10;VT;445700;TVA sur vente - CLIENT_002;0.00;80771.28;FAC2024-0224
2024-04-02;VT;411000;Facture N°FAC2024-0225 - CLIENT_001;532048.62;0.00;FAC2024-0225
2024-04-02;VT;700000;Vente marchandises - CLIENT_001;0.00;488118;FAC2024-0225
2024-04-02;VT;445700;TVA sur vente - CLIENT_001;0.00;43930.62;FAC2024-0225
2024-05-30;VT;411000;Facture N°FAC2024-0226 - CLIENT_005;581084.14;0.00;FAC2024-0226
2024-05-30;VT;700000;Vente marchandises - CLIENT_005;0.00;488306;FAC2024-0226
2024-05-30;VT;445700;TVA sur vente - CLIENT_005;0.00;92778.14;FAC2024-0226
2024-01-13;VT;411000;Facture N°FAC2024-0227 - CLIENT_007;239865.92;0.00;FAC2024-0227
2024-01-13;VT;700000;Vente marchandises - CLIENT_007;0.00;201568;FAC2024-0227
2024-01-13;VT;445700;TVA sur vente - CLIENT_007;0.00;38297.92;FAC2024-0227
2024-02-21;VT;411000;Facture N°FAC2024-0228 - CLIENT_008;346495.74;0.00;FAC2024-0228
2024-02-21;VT;700000;Vente marchandises - CLIENT_008;0.00;317886;FAC2024-0228
2024-02-21;VT;445700;TVA sur vente - CLIENT_008;0.00;28609.74;FAC2024-0228
2024-04-25;VT;411000;Facture N°FAC2024-0229 - CLIENT_014;2909.55;0.00;FAC2024-0229
2024-04-25;VT;700000;Vente marchandises - CLIENT_014;0.00;2445;FAC2024-0229
2024-04-25;VT;445700;TVA sur vente - CLIENT_014;0.00;464.55;FAC2024-0229
2024-10-07;VT;411000;Facture N°FAC2024-0230 - CLIENT_008;198130.24;0.00;FAC2024-0230
2024-10-07;VT;700000;Vente marchandises - CLIENT_008;0.00;166496;FAC2024-0230
2024-10-07;VT;445700;TVA sur vente - CLIENT_008;0.00;31634.24;FAC2024-0230
2024-11-05;VT;411000;Facture N°FAC2024-0231 - CLIENT_020;482545.00;0.00;FAC2024-0231
2024-11-05;VT;700000;Vente marchandises - CLIENT_020;0.00;405500;FAC2024-0231
2024-11-05;VT;445700;TVA sur vente - CLIENT_020;0.00;77045.00;FAC2024-0231
2024-11-10;VT;411000;Facture N°FAC2024-0232 - CLIENT_007;13725.46;0.00;FAC2024-0232
2024-11-10;VT;700000;Vente marchandises - CLIENT_007;0.00;11534;FAC2024-0232
2024-11-10;VT;445700;TVA sur vente - CLIENT_007;0.00;2191.46;FAC2024-0232
2024-05-05;VT;411000;Facture N°FAC2024-0233 - CLIENT_007;420754.25;0.00;FAC2024-0233
2024-05-05;VT;700000;Vente marchandises - CLIENT_007;0.00;353575;FAC2024-0233
2024-05-05;VT;445700;TVA sur vente - CLIENT_007;0.00;67179.25;FAC2024-0233
2024-09-26;VT;411000;Facture N°FAC2024-0234 - CLIENT_005;379011.43;0.00;FAC2024-0234
2024-09-26;VT;700000;Vente marchandises - CLIENT_005;0.00;318497;FAC2024-0234
2024-09-26;VT;445700;TVA sur vente - CLIENT_005;0.00;60514.43;FAC2024-0234
2024-05-29;VT;411000;Facture N°FAC2024-0235 - CLIENT_020;64731.83;0.00;FAC2024-0235
2024-05-29;VT;700000;Vente marchandises - CLIENT_020;0.00;59387;FAC2024-0235
2024-05-29;VT;445700;TVA sur vente - CLIENT_020;0.00;5344.83;FAC2024-0235
2024-07-17;VT;411000;Facture N°FAC2024-0236 - CLIENT_009;181283.41;0.00;FAC2024-0236
2024-07-17;VT;700000;Vente marchandises - CLIENT_009;0.00;152339;FAC2024-0236
2024-07-17;VT;445700;TVA sur vente - CLIENT_009;0.00;28944.41;FAC2024-0236
2024-07-30;VT;411000;Facture N°FAC2024-0237 - CLIENT_008;39107.02;0.00;FAC2024-0237
2024-07-30;VT;700000;Vente marchandises - CLIENT_008;0.00;35878;FAC2024-0237
2024-07-30;VT;445700;TVA sur vente - CLIENT_008;0.00;3229.02;FAC2024-0237
2024-09-29;VT;411000;Facture N°FAC2024-0238 - CLIENT_003;249851.21;0.00;FAC2024-0238
2024-09-29;VT;700000;Vente marchandises - CLIENT_003;0.00;209959;FAC2024-0238
2024-09-29;VT;445700;TVA sur vente - CLIENT_003;0.00;39892.21;FAC2024-0238
2024-01-19;VT;411000;Facture N°FAC2024-0239 - CLIENT_010;551093.76;0.00;FAC2024-0239
2024-01-19;VT;700000;Vente marchandises - CLIENT_010;0.00;463104;FAC2024-0239
2024-01-19;VT;445700;TVA sur vente - CLIENT_010;0.00;87989.76;FAC2024-0239
2024-06-23;VT;411000;Facture N°FAC2024-0240 - CLIENT_008;495225.64;0.00;FAC2024-0240
2024-06-23;VT;700000;Vente marchandises - CLIENT_008;0.00;416156;FAC2024-0240
2024-06-23;VT;445700;TVA sur vente - CLIENT_008;0.00;79069.64;FAC2024-0240
2024-12-06;VT;411000;Facture N°FAC2024-0241 - CLIENT_003;251674.29;0.00;FAC2024-0241
2024-12-06;VT;700000;Vente marchandises - CLIENT_003;0.00;211491;FAC2024-0241
2024-12-06;VT;445700;TVA sur vente - CLIENT_003;0.00;40183.29;FAC2024-0241
2024-06-22;VT;411000;Facture N°FAC2024-0242 - CLIENT_004;12326.81;0.00;FAC2024-0242
2024-06-22;VT;700000;Vente marchandises - CLIENT_004;0.00;11309;FAC2024-0242
2024-06-22;VT;445700;TVA sur vente - CLIENT_004;0.00;1017.81;FAC2024-0242
2024-02-25;VT;411000;Facture N°FAC2024-0243 - CLIENT_014;195044.57;0.00;FAC2024-0243
2024-02-25;VT;700000;Vente marchandises - CLIENT_014;0.00;163903;FAC2024-0243
2024-02-25;VT;445700;TVA sur vente - CLIENT_014;0.00;31141.57;FAC2024-0243
2024-09-23;VT;411000;Facture N°FAC2024-0244 - CLIENT_017;461900.88;0.00;FAC2024-0244
2024-09-23;VT;700000;Vente marchandises - CLIENT_017;0.00;388152;FAC2024-0244
2024-09-23;VT;445700;TVA sur vente - CLIENT_017;0.00;73748.88;FAC2024-0244
2024-04-13;VT;411000;Facture N°FAC2024-0245 - CLIENT_007;58838.36;0.00;FAC2024-0245
2024-04-13;VT;700000;Vente marchandises - CLIENT_007;0.00;49444;FAC2024-0245
2024-04-13;VT;445700;TVA sur vente - CLIENT_007;0.00;9394.36;FAC2024-0245
2024-11-03;VT;411000;Facture N°FAC2024-0246 - CLIENT_013;150073.28;0.00;FAC2024-0246
2024-11-03;VT;700000;Vente marchandises - CLIENT_013;0.00;126112;FAC2024-0246
2024-11-03;VT;445700;TVA sur vente - CLIENT_013;0.00;23961.28;FAC2024-0246
2024-09-04;VT;411000;Facture N°FAC2024-0247 - CLIENT_020;378616.35;0.00;FAC2024-0247
2024-09-04;VT;700000;Vente marchandises - CLIENT_020;0.00;318165;FAC2024-0247
2024-09-04;VT;445700;TVA sur vente - CLIENT_020;0.00;60451.35;FAC2024-0247
2024-05-08;VT;411000;Facture N°FAC2024-0248 - CLIENT_011;117273.31;0.00;FAC2024-0248
2024-05-08;VT;700000;Vente marchandises - CLIENT_011;0.00;98549;FAC2024-0248
2024-05-08;VT;445700;TVA sur vente - CLIENT_011;0.00;18724.31;FAC2024-0248
2024-08-21;VT;411000;Facture N°FAC2024-0249 - CLIENT_020;68321.47;0.00;FAC2024-0249
2024-08-21;VT;700000;Vente marchandises - CLIENT_020;0.00;57413;FAC2024-0249
2024-08-21;VT;445700;TVA sur vente - CLIENT_020;0.00;10908.47;FAC2024-0249
2024-06-07;VT;411000;Facture N°FAC2024-0250 - CLIENT_011;396697.87;0.00;FAC2024-0250
2024-06-07;VT;700000;Vente marchandises - CLIENT_011;0.00;363943;FAC2024-0250
2024-06-07;VT;445700;TVA sur vente - CLIENT_011;0.00;32754.87;FAC2024-0250
2024-07-20;VT;411000;Facture N°FAC2024-0251 - CLIENT_005;49628.95;0.00;FAC2024-0251
2024-07-20;VT;700000;Vente marchandises - CLIENT_005;0.00;41705;FAC2024-0251
2024-07-20;VT;445700;TVA sur vente - CLIENT_005;0.00;7923.95;FAC2024-0251
2024-01-01;VT;411000;Facture N°FAC2024-0252 - CLIENT_016;454290.83;0.00;FAC2024-0252
2024-01-01;VT;700000;Vente marchandises - CLIENT_016;0.00;381757;FAC2024-0252
2024-01-01;VT;445700;TVA sur vente - CLIENT_016;0.00;72533.83;FAC2024-0252
2024-02-29;VT;411000;Facture N°FAC2024-0253 - CLIENT_011;537463.50;0.00;FAC2024-0253
2024-02-29;VT;700000;Vente marchandises - CLIENT_011;0.00;451650;FAC2024-0253
2024-02-29;VT;445700;TVA sur vente - CLIENT_011;0.00;85813.50;FAC2024-0253
2024-07-01;VT;411000;Facture N°FAC2024-0254 - CLIENT_012;118576.36;0.00;FAC2024-0254
2024-07-01;VT;700000;Vente marchandises - CLIENT_012;0.00;99644;FAC2024-0254
2024-07-01;VT;445700;TVA sur vente - CLIENT_012;0.00;18932.36;FAC2024-0254
2024-03-06;VT;411000;Facture N°FAC2024-0255 - CLIENT_001;522034.79;0.00;FAC2024-0255
2024-03-06;VT;700000;Vente marchandises - CLIENT_001;0.00;478931;FAC2024-0255
2024-03-06;VT;445700;TVA sur vente - CLIENT_001;0.00;43103.79;FAC2024-0255
2024-09-26;VT;411000;Facture N°FAC2024-0256 - CLIENT_008;535707.06;0.00;FAC2024-0256
2024-09-26;VT;700000;Vente marchandises - CLIENT_008;0.00;450174;FAC2024-0256
2024-09-26;VT;445700;TVA sur vente - CLIENT_008;0.00;85533.06;FAC2024-0256
2024-10-28;VT;411000;Facture N°FAC2024-0257 - CLIENT_014;67755.03;0.00;FAC2024-0257
2024-10-28;VT;700000;Vente marchandises - CLIENT_014;0.00;56937;FAC2024-0257
2024-10-28;VT;445700;TVA sur vente - CLIENT_014;0.00;10818.03;FAC2024-0257
2024-12-26;VT;411000;Facture N°FAC2024-0258 - CLIENT_011;425776.05;0.00;FAC2024-0258
2024-12-26;VT;700000;Vente marchandises - CLIENT_011;0.00;357795;FAC2024-0258
2024-12-26;VT;445700;TVA sur vente - CLIENT_011;0.00;67981.05;FAC2024-0258
2024-05-16;VT;411000;Facture N°FAC2024-0259 - CLIENT_012;350689.43;0.00;FAC2024-0259
2024-05-16;VT;700000;Vente marchandises - CLIENT_012;0.00;294697;FAC2024-0259
2024-05-16;VT;445700;TVA sur vente - CLIENT_012;0.00;55992.43;FAC2024-0259
2024-02-16;VT;411000;Facture N°FAC2024-0260 - CLIENT_011;85848.98;0.00;FAC2024-0260
2024-02-16;VT;700000;Vente marchandises - CLIENT_011;0.00;72142;FAC2024-0260
2024-02-16;VT;445700;TVA sur vente - CLIENT_011;0.00;13706.98;FAC2024-0260
2024-02-14;VT;411000;Facture N°FAC2024-0261 - CLIENT_011;465380.95;0.00;FAC2024-0261
2024-02-14;VT;700000;Vente marchandises - CLIENT_011;0.00;426955;FAC2024-0261
2024-02-14;VT;445700;TVA sur vente - CLIENT_011;0.00;38425.95;FAC2024-0261
2024-12-06;VT;411000;Facture N°FAC2024-0262 - CLIENT_003;82439.63;0.00;FAC2024-0262
2024-12-06;VT;700000;Vente marchandises - CLIENT_003;0.00;69277;FAC2024-0262
2024-12-06;VT;445700;TVA sur vente - CLIENT_003;0.00;13162.63;FAC2024-0262
2024-01-14;VT;411000;Facture N°FAC2024-0263 - CLIENT_015;7185.22;0.00;FAC2024-0263
2024-01-14;VT;700000;Vente marchandises - CLIENT_015;0.00;6038;FAC2024-0263
2024-01-14;VT;445700;TVA sur vente - CLIENT_015;0.00;1147.22;FAC2024-0263
2024-02-08;VT;411000;Facture N°FAC2024-0264 - CLIENT_011;554599.50;0.00;FAC2024-0264
2024-02-08;VT;700000;Vente marchandises - CLIENT_011;0.00;466050;FAC2024-0264
2024-02-08;VT;445700;TVA sur vente - CLIENT_011;0.00;88549.50;FAC2024-0264
2024-03-12;VT;411000;Facture N°FAC2024-0265 - CLIENT_006;185128.30;0.00;FAC2024-0265
2024-03-12;VT;700000;Vente marchandises - CLIENT_006;0.00;155570;FAC2024-0265
2024-03-12;VT;445700;TVA sur vente - CLIENT_006;0.00;29558.30;FAC2024-0265
2024-11-25;VT;411000;Facture N°FAC2024-0266 - CLIENT_003;207736.56;0.00;FAC2024-0266
2024-11-25;VT;700000;Vente marchandises - CLIENT_003;0.00;190584;FAC2024-0266
2024-11-25;VT;445700;TVA sur vente - CLIENT_003;0.00;17152.56;FAC2024-0266
2024-07-27;VT;411000;Facture N°FAC2024-0267 - CLIENT_007;114989.70;0.00;FAC2024-0267
2024-07-27;VT;700000;Vente marchandises - CLIENT_007;0.00;96630;FAC2024-0267
2024-07-27;VT;445700;TVA sur vente - CLIENT_007;0.00;18359.70;FAC2024-0267
2024-06-28;VT;411000;Facture N°FAC2024-0268 - CLIENT_018;34568.31;0.00;FAC2024-0268
2024-06-28;VT;700000;Vente marchandises - CLIENT_018;0.00;29049;FAC2024-0268
2024-06-28;VT;445700;TVA sur vente - CLIENT_018;0.00;5519.31;FAC2024-0268
2024-10-17;VT;411000;Facture N°FAC2024-0269 - CLIENT_009;208729.57;0.00;FAC2024-0269
2024-10-17;VT;700000;Vente marchandises - CLIENT_009;0.00;175403;FAC2024-0269
2024-10-17;VT;445700;TVA sur vente - CLIENT_009;0.00;33326.57;FAC2024-0269
2024-03-04;VT;411000;Facture N°FAC2024-0270 - CLIENT_014;85943.23;0.00;FAC2024-0270
2024-03-04;VT;700000;Vente marchandises - CLIENT_014;0.00;78847;FAC2024-0270
2024-03-04;VT;445700;TVA sur vente - CLIENT_014;0.00;7096.23;FAC2024-0270
2024-03-15;VT;411000;Facture N°FAC2024-0271 - CLIENT_019;149047.50;0.00;FAC2024-0271
2024-03-15;VT;700000;Vente marchandises - CLIENT_019;0.00;125250;FAC2024-0271
2024-03-15;VT;445700;TVA sur vente - CLIENT_019;0.00;23797.50;FAC2024-0271
2024-04-23;VT;411000;Facture N°FAC2024-0272 - CLIENT_005;238996.67;0.00;FAC2024-0272
2024-04-23;VT;700000;Vente marchandises - CLIENT_005;0.00;219263;FAC2024-0272
2024-04-23;VT;445700;TVA sur vente - CLIENT_005;0.00;19733.67;FAC2024-0272
2024-05-15;VT;411000;Facture N°FAC2024-0273 - CLIENT_018;490082.46;0.00;FAC2024-0273
2024-05-15;VT;700000;Vente marchandises - CLIENT_018;0.00;411834;FAC2024-0273
2024-05-15;VT;445700;TVA sur vente - CLIENT_018;0.00;78248.46;FAC2024-0273
2024-01-14;VT;411000;Facture N°FAC2024-0274 - CLIENT_006;310402.57;0.00;FAC2024-0274
2024-01-14;VT;700000;Vente marchandises - CLIENT_006;0.00;284773;FAC2024-0274
2024-01-14;VT;445700;TVA sur vente - CLIENT_006;0.00;25629.57;FAC2024-0274
2024-03-13;VT;411000;Facture N°FAC2024-0275 - CLIENT_015;39285.47;0.00;FAC2024-0275
2024-03-13;VT;700000;Vente marchandises - CLIENT_015;0.00;33013;FAC2024-0275
2024-03-13;VT;445700;TVA sur vente - CLIENT_015;0.00;6272.47;FAC2024-0275
2024-09-05;VT;411000;Facture N°FAC2024-0276 - CLIENT_005;252639.11;0.00;FAC2024-0276
2024-09-05;VT;700000;Vente marchandises - CLIENT_005;0.00;231779;FAC2024-0276
2024-09-05;VT;445700;TVA sur vente - CLIENT_005;0.00;20860.11;FAC2024-0276
2024-10-27;VT;411000;Facture N°FAC2024-0277 - CLIENT_019;52023.52;0.00;FAC2024-0277
2024-10-27;VT;700000;Vente marchandises - CLIENT_019;0.00;47728;FAC2024-0277
2024-10-27;VT;445700;TVA sur vente - CLIENT_019;0.00;4295.52;FAC2024-0277
2024-04-25;VT;411000;Facture N°FAC2024-0278 - CLIENT_009;512709.12;0.00;FAC2024-0278
2024-04-25;VT;700000;Vente marchandises - CLIENT_009;0.00;430848;FAC2024-0278
2024-04-25;VT;445700;TVA sur vente - CLIENT_009;0.00;81861.12;FAC2024-0278
2024-07-20;VT;411000;Facture N°FAC2024-0279 - CLIENT_009;512895.95;0.00;FAC2024-0279
2024-07-20;VT;700000;Vente marchandises - CLIENT_009;0.00;431005;FAC2024-0279
2024-07-20;VT;445700;TVA sur vente - CLIENT_009;0.00;81890.95;FAC2024-0279
2024-10-26;VT;411000;Facture N°FAC2024-0280 - CLIENT_020;276099.18;0.00;FAC2024-0280
2024-10-26;VT;700000;Vente marchandises - CLIENT_020;0.00;253302;FAC2024-0280
2024-10-26;VT;445700;TVA sur vente - CLIENT_020;0.00;22797.18;FAC2024-0280
2024-06-20;VT;411000;Facture N°FAC2024-0281 - CLIENT_002;142387.07;0.00;FAC2024-0281
2024-06-20;VT;700000;Vente marchandises - CLIENT_002;0.00;119653;FAC2024-0281
2024-06-20;VT;445700;TVA sur vente - CLIENT_002;0.00;22734.07;FAC2024-0281
2024-08-26;VT;411000;Facture N°FAC2024-0282 - CLIENT_016;2238.39;0.00;FAC2024-0282
2024-08-26;VT;700000;Vente marchandises - CLIENT_016;0.00;1881;FAC2024-0282
2024-08-26;VT;445700;TVA sur vente - CLIENT_016;0.00;357.39;FAC2024-0282
2024-03-27;VT;411000;Facture N°FAC2024-0283 - CLIENT_005;141575.49;0.00;FAC2024-0283
2024-03-27;VT;700000;Vente marchandises - CLIENT_005;0.00;118971;FAC2024-0283
2024-03-27;VT;445700;TVA sur vente - CLIENT_005;0.00;22604.49;FAC2024-0283
2024-03-14;VT;411000;Facture N°FAC2024-0284 - CLIENT_007;198351.58;0.00;FAC2024-0284
2024-03-14;VT;700000;Vente marchandises - CLIENT_007;0.00;166682;FAC2024-0284
2024-03-14;VT;445700;TVA sur vente - CLIENT_007;0.00;31669.58;FAC2024-0284
2024-08-10;VT;411000;Facture N°FAC2024-0285 - CLIENT_020;542113.68;0.00;FAC2024-0285
2024-08-10;VT;700000;Vente marchandises - CLIENT_020;0.00;497352;FAC2024-0285
2024-08-10;VT;445700;TVA sur vente - CLIENT_020;0.00;44761.68;FAC2024-0285
2024-11-15;VT;411000;Facture N°FAC2024-0286 - CLIENT_019;282395.33;0.00;FAC2024-0286
2024-11-15;VT;700000;Vente marchandises - CLIENT_019;0.00;237307;FAC2024-0286
2024-11-15;VT;445700;TVA sur vente - CLIENT_019;0.00;45088.33;FAC2024-0286
2024-05-12;VT;411000;Facture N°FAC2024-0287 - CLIENT_003;221874.95;0.00;FAC2024-0287
2024-05-12;VT;700000;Vente marchandises - CLIENT_003;0.00;203555;FAC2024-0287
